market_id,selection_id,DogName,date_dt,rating
1.195395419,43154446,MAGIC ROGUE,2022-03-01,8.142094658335914
1.195395419,43154447,YOURE OFF,2022-03-01,6.056242268845225
1.195395419,42352031,CASTLE TOWN,2022-03-01,9.787752074429653
1.195395419,43154448,BUCKLE UP AUMOND,2022-03-01,13.666222196739795
1.195395419,42413752,WAS THAT THEN,2022-03-01,11.949051086592116
1.195395419,42248828,WHERES STARC,2022-03-01,5.684580097815402
1.195395419,41642357,CALGARY STAMPEDE,2022-03-01,16.314700490214747
1.195395419,43154449,TILIKUM BOLONEY,2022-03-01,4.6334174615989445
1.195395421,43154450,BUCKLE UP GINNA,2022-03-01,6.690088918603057
1.195395421,41719643,CAMROSE,2022-03-01,8.240747177803723
1.195395421,43154451,OLLIES NATE,2022-03-01,11.578253631786046
1.195395421,43154452,SEMI PRECIOUS,2022-03-01,5.084446939412249
1.195395421,42998071,IVE GOT IT,2022-03-01,11.605606839752578
1.195395421,42352051,OUR CHARLIE BOY,2022-03-01,18.09180961315603
1.195395421,41980311,FLORIA BRIDGE,2022-03-01,13.954227808251295
1.195395421,42343431,TAH TRACEY,2022-03-01,4.291327010804325
1.195395423,40324448,WINKLEE FRANKIE,2022-03-01,7.205744350268648
1.195395423,43154453,EPIC SPEED,2022-03-01,6.538630175672264
1.195395423,39318318,KINDRED,2022-03-01,10.53132852888842
1.195395423,42248822,BLACKBRUSH SCOTT,2022-03-01,5.958971959672005
1.195395423,38185321,HICCUP FINLEY,2022-03-01,8.926183450913493
1.195395423,40022793,MOTTON MISS,2022-03-01,12.148727697596499
1.195395423,39133526,TSAR BELL,2022-03-01,6.8752267925507144
1.195395423,40576811,TAH MEG,2022-03-01,9.458699363132805
1.195395425,43154454,BUCKLE UP IVETA,2022-03-01,5.981486846743899
1.195395425,38859241,THEO DRAGONET,2022-03-01,9.429124243647728
1.195395425,39318320,ENGAGE THE RAGE,2022-03-01,15.64567966632896
1.195395425,42189480,TOXIC TURTLE,2022-03-01,5.07824766909151
1.195395425,36104892,BRIDWOOD ALI,2022-03-01,7.0784720463444275
1.195395425,38256919,WARRAMUNGA,2022-03-01,20.536238173833137
1.195395425,43154455,STRAIT SAMBUCA,2022-03-01,10.378161422711777
1.195395427,43154456,BUCKLE UP ZION,2022-03-01,7.765451585051849
1.195395427,43154457,RAMBO BOBBIE,2022-03-01,4.1343134668908865
1.195395427,38407646,HICCUP GUS,2022-03-01,7.621141933445851
1.195395427,42130949,INTO THE FIRE,2022-03-01,8.869051640590467
1.195395427,37284251,SHIFFRIN,2022-03-01,12.347779068401186
1.195395427,36087680,WHITE POISON,2022-03-01,6.271179991071994
1.195395429,40494181,LOCH AND LOADED,2022-03-01,4.678520667039778
1.195395429,38206580,BUCKLE UP WILDER,2022-03-01,8.709358079858392
1.195395429,38206560,HICCUP AMISHA,2022-03-01,5.696019843148414
1.195395429,36104895,LANGLEY ROO,2022-03-01,10.73451988453369
1.195395429,39520250,RIP ON BYE,2022-03-01,11.48685904612074
1.195395429,41762283,GRACIES JOY,2022-03-01,8.634498950360854
1.195395429,37401228,JUST MERCY,2022-03-01,9.887192854159112
1.195395429,27701417,JALLA GENERAL,2022-03-01,10.130871885421131
1.195395431,39296632,EVOLUTION GIRL,2022-03-01,6.327739909116166
1.195395431,38124326,NANNY IN TOWN,2022-03-01,10.994020677544478
1.195395431,41729332,HIGHLAND WONDER,2022-03-01,11.676326613812527
1.195395431,27453791,HEADWALL,2022-03-01,10.157081133345493
1.195395431,41375430,JUST POSH,2022-03-01,6.753200002342232
1.195395431,41375435,ROJO DIAMOND,2022-03-01,5.258577168987166
1.195395431,35784172,BUCKLE UP KENZIE,2022-03-01,6.936183269480158
1.195395433,28774786,WINKLEE CASEY,2022-03-01,7.215707453127803
1.195395433,32825135,HIGHLAND FAME,2022-03-01,6.33393459231826
1.195395433,40835929,SELF CONTROL,2022-03-01,5.3737973895645075
1.195395433,34135026,QUICK JOEY SMALL,2022-03-01,5.254746626663735
1.195395433,36474395,BUCKLE UP MIRI,2022-03-01,22.040825682408382
1.195395433,41286501,WYNBURN STROLLER,2022-03-01,9.624675886155494
1.195395433,38375776,BLAZER,2022-03-01,12.417289434543806
1.195396006,43154519,MAGGIE BOW,2022-03-01,6.3684210233545056
1.195396006,42139391,MICK THE MAGPIE,2022-03-01,8.606909703174994
1.195396006,43154520,REIKO CLOONEY,2022-03-01,7.110678982522304
1.195396006,42688941,TINKER SALLY,2022-03-01,7.949556645614506
1.195396006,43154521,TINKER BLAINE,2022-03-01,12.69170593539883
1.195396006,41890929,DANS BUTLER,2022-03-01,13.870415780775257
1.195396006,42098757,BAROOGA GAL,2022-03-01,3.977682048055486
1.195396006,43154523,DR RONALD,2022-03-01,17.219837780120734
1.195396024,41704173,GO SAINTS GO,2022-03-01,4.432250258765017
1.195396024,40410433,BELLA DREAMTIME,2022-03-01,7.000490401260179
1.195396024,41511983,TINKER YVONNE,2022-03-01,7.685510751091826
1.195396024,39789711,RIVERDALE TOMMY,2022-03-01,10.752827847938347
1.195396024,39931377,BLUE YAALA,2022-03-01,9.309093687152709
1.195396024,40324273,WHERES THE BEES,2022-03-01,7.5892675819649975
1.195396024,27463096,LIL SNOOZE,2022-03-01,5.909005682856467
1.195396026,34970193,JOSIES CALL,2022-03-01,5.289548851964444
1.195396026,37928619,RAW ATTITUDE,2022-03-01,5.984679156909576
1.195396026,27378860,BARBADOS DREAM,2022-03-01,11.53295640058635
1.195396026,39219475,KRAKEN JOCK,2022-03-01,5.208118676371922
1.195396026,37178060,CRAZY OLD FOOL,2022-03-01,10.560992045136537
1.195396026,40032239,GAZERS LANE,2022-03-01,6.392839585621002
1.195396026,32635099,RAQUEAS DREAM,2022-03-01,8.769961154426758
1.195396028,39388777,ZIPPING PISTOL,2022-03-01,6.508033110436296
1.195396028,41633112,STRAIGHT SHOOTER,2022-03-01,7.283900750280506
1.195396028,37150979,VORTEX,2022-03-01,6.917915756018536
1.195396028,38178504,MISS ANGEL DI,2022-03-01,9.255071017721429
1.195396028,28466510,METRO BOOMIN,2022-03-01,9.717136398106122
1.195396028,39490766,PLUMB,2022-03-01,4.4882296338449486
1.195396028,26153489,RIVERDALE BEAR,2022-03-01,7.648908348359531
1.195396008,43154524,LAUGHING LARRY,2022-03-01,5.847678760381967
1.195396008,39954696,MRS TROPICANA,2022-03-01,11.05771993328449
1.195396008,42385624,YEAH SWEETIE,2022-03-01,9.181701901025304
1.195396008,42315425,CRACKERJACK PA,2022-03-01,11.54696421412896
1.195396008,41750268,SHIMA MAGIC,2022-03-01,4.807240686281993
1.195396008,41110837,RED SPUR FLYER,2022-03-01,7.028424574375132
1.195396008,41296418,KISS ME DEADLY,2022-03-01,5.188246127007069
1.19539601,42537695,ITS COMING HOME,2022-03-01,5.690548377937191
1.19539601,39369990,PURE MANIA,2022-03-01,11.188289672218234
1.19539601,38925841,LONELY JENNY,2022-03-01,11.246358343523028
1.19539601,39428651,ACACIA DREAM,2022-03-01,8.175322760589625
1.19539601,42998180,VANCE BALE,2022-03-01,4.387052642021508
1.19539601,42688877,MAXIMUM SOPHIE,2022-03-01,8.415278727789051
1.19539601,41989114,SPEEDY MOUSE,2022-03-01,5.653585659397673
1.195396012,43154525,DR FOREST,2022-03-01,8.028159807378824
1.195396012,42070598,PURNIA BALE,2022-03-01,4.58862270803703
1.195396012,41075446,CHEERY OLA BABY,2022-03-01,7.692836696717772
1.195396012,41075408,MEET WINSTON,2022-03-01,7.170345470892428
1.195396012,42424957,SPACE CADET,2022-03-01,9.781314445115777
1.195396012,41223333,HAZELNUT,2022-03-01,8.042927098725071
1.195396012,40502100,DRAIN THE SWAMP,2022-03-01,6.192518328255944
1.195396014,41738038,BUSTER HARLEY,2022-03-01,4.648844821768608
1.195396014,43154526,SEEBOHM BALE,2022-03-01,8.013624080675875
1.195396014,42845374,UNION SQUARE,2022-03-01,13.10003624018257
1.195396014,43154527,ROONEY,2022-03-01,7.3676077372470905
1.195396014,38582245,RIVERDALE POPPY,2022-03-01,37.15630693124652
1.195396014,41174176,KEMPTON BALE,2022-03-01,10.28301890481137
1.195396014,38508372,OBSESSION AGOGO,2022-03-01,12.718307548014032
1.195396014,42879725,CONFER,2022-03-01,4.07742994534231
1.195396016,38608382,EXFORD NORM,2022-03-01,6.530461601979303
1.195396016,39183314,ASTON PRIDE,2022-03-01,4.918334903832141
1.195396016,40569676,WHIZ OUT,2022-03-01,10.262231639005089
1.195396016,40701668,WOW STAR,2022-03-01,6.0551116607432975
1.195396016,36823154,OFF ITS CHOPS,2022-03-01,3.951841185844072
1.195396016,39734750,SPENCER GIBLET,2022-03-01,7.818021126329214
1.195396018,38247291,ULTIMATE MAYHEM,2022-03-01,7.683328718902902
1.195396018,38384005,WHISPY WATSON,2022-03-01,7.192408734816979
1.195396018,43154528,JUST SAYING,2022-03-01,4.260690421603644
1.195396018,40209253,BLACKPOOL HOMER,2022-03-01,4.697778027053645
1.195396018,42445397,MR BUCK LEE,2022-03-01,3.5305466018377065
1.19539602,31359701,CORNISH PIXIE,2022-03-01,7.480573878569907
1.19539602,27259228,WHY NOT LILAH,2022-03-01,6.395017011545908
1.19539602,40187740,GUTTER STOMPER,2022-03-01,2.7477043635531575
1.19539602,40336798,PRETTY FLY,2022-03-01,5.1275084495753545
1.19539602,38925791,FLYING HERCULES,2022-03-01,6.6233061119983025
1.195396022,38640773,JUST GAB,2022-03-01,6.37246162362496
1.195396022,42513989,MAXIMUM BROOKE,2022-03-01,4.5205819389231365
1.195396022,39407523,FROTHYS DE GOEY,2022-03-01,9.111692815200728
1.195396022,38266953,SUGAR BOLONEY,2022-03-01,8.494671532711772
1.195396022,40534888,VERY ELEGANT,2022-03-01,9.455579384509603
1.195396022,24427358,ASTON PIRATE,2022-03-01,7.591692800191978
1.195396022,38590971,HIGH PRIORITY,2022-03-01,6.372926814226343
1.195395475,43154505,AMIGO RAPIDO,2022-03-01,2.533776857136574
1.195395475,43154506,FLYING HUNTER,2022-03-01,11.42426283556569
1.195395475,41234342,ELUSIVE CATCH,2022-03-01,11.633835576362925
1.195395475,42464627,SHADOW DOLL,2022-03-01,10.789112109402886
1.195395475,43154507,LAURIES SPARK,2022-03-01,11.135891985645236
1.195395475,43066573,SHADYS ROCKET,2022-03-01,8.176967109822131
1.195395475,41298537,SUPERSONIC STAR,2022-03-01,12.129544955803176
1.195395475,42432262,SHES CLEAN,2022-03-01,22.41184136937431
1.195395493,43154515,PATONGA DAVE,2022-03-01,3.7185289679269538
1.195395493,42445496,BABY MAGIC,2022-03-01,4.836069925276812
1.195395493,43154516,FAKE,2022-03-01,8.78674294207956
1.195395493,41075454,GOLDEN GOLD,2022-03-01,18.724257491962437
1.195395493,41561867,EARHART,2022-03-01,20.364745342475764
1.195395493,40658298,HAWK GIRL,2022-03-01,8.8929860373933
1.195395493,43154517,FEDERAL FLAME,2022-03-01,7.508198184674802
1.195395493,42189501,HIGHWAY MISS,2022-03-01,16.040518981751344
1.195395495,37297362,LATE NIGHT MEET,2022-03-01,6.858117765162679
1.195395495,42189518,ALL RUM,2022-03-01,5.926224541472131
1.195395495,35510321,TODDLER TANTRUM,2022-03-01,7.442403179457273
1.195395495,38384029,STAR IS BORN,2022-03-01,10.907658890190806
1.195395495,38108405,COAL BLASTER,2022-03-01,9.892056748453642
1.195395495,39639613,CRUISE OR LOSE,2022-03-01,6.630274039493868
1.195395495,40960872,GOODWIN BARBIE,2022-03-01,9.507648760648625
